id,type,front,back,known
880,1,"How do you reverse the edges in a directed graph represented as an adjacency matrix?","Transpose the matrix, so [i, j] becomes [j, i]",0
881,1,"How can you find the shortest path on a DAG?","1. Topological sort
2. follow the topological sort, relaxing edges",0
882,1,"How to find the longest path on a weighted DAG?","1. Set all edges to their negative weight.
2. Topological sort 
3. follow the topological sort, relaxing edges",0
883,1,"What is the diameter of a graph?","The shortest path of the farthest nodes. That is, it is the greatest distance between any pair of vertices. To find the diameter of a graph, first find the shortest path between each pair of vertices. The greatest length of any of these paths is the diameter of the graph.",0
884,1,"Under what condition can you not use Djikstra's algorithm?","When the graph contains a negative edge. Can cause a cycle that will be traversed infinitely.",0
885,1,"In plain words, how does Kruskal's algorithm work?","1. Create a set T and list for result
2. Make a list of all edges in G
3. Sort edges by weight, from least to greatest.
4. Iterate edges in sorted order.
5. For each edge, if u and v are not in T, add u and v to T, and add edge to result list.",0
886,1,"What can most dynamic programming problems be expressed as?","Finding the shortest path in a DAG. Formulating it this way ensures you can solve it in linear or linearithmic time.",0
887,1,"What metric can you use to measure the badness of a line in a text justification problem?","(page width - text width)^3
Minimize the sum of the badness of the lines.",0
888,1,"How can you tell if a graph is 2-colorable?","If it's bipartite. All trees are bipartite.",0
889,1,"What is it called when you have too many base cases in your recursion?","arm's length recursion",0
890,1,"What is the base case of a recursion?","The code required to give the solution to the smallest subproblem.",0
891,1,"What is the formula for n choose k?","n! / k!(n - k)!",0
892,2,"What is the general outline of a backtracking algorithm?","def solve(conf):
    if (no more choices):
        return conf
    
    choices = get_available_choices

    for choice in choices:
        c = pick one
        if solve(conf using c):
            return true
        unmake choice c

    return false",0
893,1,"What kinds of problems is dynamic programming best suited for?","- optimizing left to right sequences (strings, tree nodes as array, permutations)
- search all possibilities while storing results to avoid recomputing",0
894,1,"What is n choose n?",1,0
895,1,"What is n choose 1?",n,0
896,1,"What is n choose 0?",1,0
897,1,"What is the Floyd-Warshall algorithm?","The Floyd–Warshall algorithm is a dynamic programming algorithm for finding shortest paths in a weighted graph with positive or negative edge weights (but with no negative cycles).",0
898,1,"What is the Bayes' rule (formula)?","P(A|B) = (P(B|A) * P(A)) / P(B)",0
899,1,"How would you calculate P(A|B)?","P(A and B) / P(B)",0
900,1,"How would you calculate P(A and B)?","P(A) * P(B)",0
901,1,"How would you calculate P(A or B)?","P(A) + P(B) - P(AB)",0
902,1,"What's another way to write P(A and B)?",P(AB),0
903,1,"What is a Markov chain?","A Markov chain consists of states linked by transitions labeled with probabilities. The states do not have to be words. They could represent any state.",0
904,1,"Write a function that computes the sqrt(n) using binary search.",How?,0
905,1,"What is P(A|A)?",1,0
906,1,"At how many items should you expect a collision when hashing among n buckets?","At sqrt(n) the probability is 1/2",0
907,1,"What is n/n^2?",1/n,0
908,1,"What is the P( ! B ) ?","1 - P(B)",0
909,1,"What is the probability of at least 1 H in 3 flips?","1 - P(TTT) = 1 - 1/8 = 7/8",0
910,1,"With a fair coin, what is the probability of getting exactly 1 H in 4 flips?","P(HTTT) + P(THTT) + P(TTHT) + P(TTTH) = 1/16 + 1/16 + 1/16 + 1/16 = 4/16 = 1/4",0
911,1,"With a fair coin, what is the probability of getting exactly k H in n flips?","(n choose k)/2^n",0
912,1,"In what domain are most decision problems (P, Exp, R, outside R)?","Outside R - they are uncomputable",0
913,1,"What does it mean when a problem is NP-Hard?","It is as hard as any other problem in NP. A problem X is NP-Hard if every problem Y in NP-Hard reduces to X.",0
914,1,"What does it mean to reduce a problem A to a problem B?","Converting the input to algorithm A into input into algorithm B, providing an answer for A.",0
915,1,"Is ""3-D matching"" NP-Complete?",Yes,0
916,1,"Is ""triple coloring a graph"" NP-Complete?",Yes,0
917,1,"Is ""two coloring a graph"" NP-Complete?",No,0
918,1,"Is ""subset sum"" NP-Complete?",Yes,0
919,1,"Is ""bin packing"" NP-Complete?",Yes,0
920,1,"Is ""vertex cover"" NP-Complete?",Yes,0
921,1,"Is ""set cover"" NP-Complete?",Yes,0
922,1,"Name some NP-Complete problems.","- tsp
- knapsack problem
- satisfiability
- 3D matching
- tricoloring
- subset sum
- rectangle packing
- bin packing
- vertex cover
- set cover",0
923,1,"What is one way of doing approximate traveling salesman?","Select a vertex as root.
Build a MST.
Do a preorder traversal, store nodes in H.
Return H (a Hamiltonian cycle)",0
924,1,"What suffers from GC pauses?","- long-running processes like servers
- real-time applications like video processing",0
925,1,"How can an LRU cache be implemented with a linked list?","When an item is accessed, it moves to the head of the list.
The trailing items can be overwritten with new items, or removed.",0
926,1,"How often are DRAM cells data rewritten?","Every 10ms.",0
927,1,"What does Skylake architecture look like?","Skylake: 

L1 Data cache = 32 KB, 64 B/line, 8-WAY. 64 cache lines per cache way
L1 Instruction cache = 32 KB, 64 B/line, 8-WAY. 64 cache lines per cache way
L2 cache = 256 KB, 64 B/line, 4-WAY
L3 cache = 8 MB, 64 B/line, 16-WAY",0
928,1,"What is a TLB?","A translation lookaside buffer (TLB) is a cache that memory management hardware uses to improve virtual address translation speed. The majority of desktop, laptop, and server processors includes one or more TLBs in the memory management hardware, and it is nearly always present in any hardware that utilizes paged or segmented virtual memory.",0
929,1,"In a direct mapped or set associative cache, what is special about the cache size?","Main memory is divided into pages, and a memory page maps directly to the cache way size. So an item in a cache page can be mapped to any one of 8 cache ways in an 8-way associative cache. A direct mapped cache simply has one cache way, but it works the same way.",0
930,1,"How many bits does a SHA1 produce?",160,0
931,1,"How many bits does a SHA2 and SHA3 produce?","224 to 512",0
932,1,"Is it always letters we are looking for in compression?","No. Hardly.
We are looking to compress discrete symbols, not letters. If we have a few words, they could be symbols.
We try to balance longest chains of symbols and the lowest entropy.",0
933,1,"What is Zopfli?","Zopfli is data compression software that encodes data into DEFLATE, gzip and zlib formats. It achieves higher compression than other DEFLATE/zlib implementations, but takes much longer to perform the compression. It was first released in February 2013 by Google.",0
934,1,"What is the Chinese remainder theorem?","If one knows the remainders of the division of an integer n by several integers, then one can determine uniquely the remainder of the division of n by the product of these integers, under the condition that the divisors are pairwise coprime.",0
935,1,"How do you change a 2s complement positive integer into a negative one?","Flip all bits and + 1",0
936,1,"How do you change a 2s complement negative integer into a positive one?","Flip all bits and + 1 (same as going the other way)",0
937,1,"Which way does the stack grow?","Down to lower memory addresses.",0
938,1,"What is polymorphism in OO?","A property of OO in which an abstraction operation may be performed in different ways in different classes, but share an interface.
Also can mean multiple methods of the same name but different signature.",0
939,1,"What are the 4 main tenets of OO?","Abstraction
Polymorphism
Inheritance 
Encapsulation

a pie (acronym)",0
940,1,"What is dynamic binding?","Dynamic binding, also called dynamic dispatch, is the process of linking procedure call to a specific sequence of code (method) at run-time. Dynamic binding is also known as late binding or run-time binding. Dynamic binding is an object oriented programming concept and it is related with polymorphism and inheritance.",0
941,1,"What is a package?","A group of classes bundled together.",0
942,1,"What is an interface in OO?","Similar to an abstract data type, but simply defines the expected behaviors of a class, but does not suggest an implementation.",0
943,1,"What is a framework?","A reusable piece of software that implements a generic solution to a generalized problem. It saves time by being a close model of the problem domain and can reach 100% with details coded by the implementer.",0
944,1,"What are hooks?","The portions of a framework that are called, but do nothing and require implementation when needed.",0
945,1,"What is a server?","A program that provides a service for other programs to connect to it.",0
946,1,"What is an OCL?","Object constraint language. A specification language designed to formally specify constraints in software modules. An OCL expression specifies a logical fact about the system that must remain true.",0
947,1,"What is the Chain of Responsibility pattern?","Avoid coupling the sender of a request to its receiver by giving more than one object a chance to handle the request. Chain the receiving objects and pass the request along the chain until an object handles it.",0
948,1,"What is the Command pattern?","Encapsulate a request as an object, thereby letting you parameterize clients with different requests, queue or log requests, and support undoable operations.",0
949,1,"What design pattern avoids coupling the sender of a request to its receiver by giving more than one object a chance to handle the request?","Chain of Responsibility",0
950,1,"What design pattern encapsulates a request as an object, thereby letting you parameterize clients with different requests?","Command pattern",0
951,1,"What is the Interpreter pattern?","Given a language, define a representation for its grammar along with an interpreter that uses the representation to interpret sentences in the language.",0
952,1,"What design pattern, given a language, defines a representation for its grammar along with an interpreter that uses the representation to interpret sentences in the language?","Interpreter pattern",0
953,1,"What is the Iterator pattern?","Provides a way to access the elements of an aggregate object sequentially without exposing its underlying representation.",0
954,1,"What design pattern provides a way to access the elements of an aggregate object sequentially without exposing its underlying representation?","Iterator pattern",0
955,1,"What is the Mediator pattern?","Defines an object that encapsulates how a set of objects interact. Promotes loose coupling by keeping objects from referring to each other explicitly and it lets you vary their interactions independently.",0
956,1,"What design pattern defines an object that encapsulates how a set of objects interact?","Mediator pattern",0
957,1,"What is the Memento pattern?","Without violating encapsulation, capture and externalize an object's internal state so that the object can be restore to this state later.",0
958,1,"What design pattern captures and externalize an object's internal state so that the object can be restore to this state later?","Memento pattern",0
959,1,"What is the Observer pattern?","Defines a one-to-many dependency between objects so that when one object changes state, all its dependents are notified and updated automatically.",0
960,1,"What design pattern defines a one-to-many dependency between objects so that when one object changes state, all its dependents are notified and updated automatically?","Observer pattern",0
961,1,"What is the State pattern?","Allows an object to alter its behavior when its internal state changes. The object will appear to change its class.",0
962,1,"What design pattern allows an object to alter its behavior when its internal state changes?","State pattern",0
963,1,"What is the Strategy pattern?","Defines a family of algorithms, encapsulates each one, and makes them interchangeable. Lets the algorithm vary independently from clients that use it.",0
964,1,"What design pattern defines a family of algorithms, encapsulates each one, and makes them interchangeable, and lets the algorithm vary independently from clients that use it?","Strategy pattern",0
965,1,"What is the Template Method pattern?","Defines the skeleton of an algorithm in an operation, deferring some steps to subclasses. Lets subclasses redefine certain steps of an algorithm without changing the algorithm's structure.",0
966,1,"What design pattern defines the skeleton of an algorithm in an operation, deferring some steps to subclasses?","Template Method pattern",0
967,1,"What is the Visitor pattern?","Represents an operation to be performed on the elements of an object structure. Lets you define a new operation without changing the classes of the elements on which it operates.",0
968,1,"What design pattern represents an operation to be performed on the elements of an object structure and lets you define a new operation without changing the classes of the elements on which it operates?","Visitor pattern",0
969,1,"What is the Adapter pattern?","Converts the interface of a class into another interface clients expect. Lets classes work together that couldn't otherwise because of incompatible interfaces.",0
970,1,"What design pattern converts the interface of a class into another interface clients expect?","Adapter pattern",0
971,1,"What is the Bridge pattern?","Decouples an abstraction from its implementation so that the two can vary independently.",0
972,1,"What design pattern decouples an abstraction from its implementation so that the two can vary independently?","Bridge pattern",0
973,1,"What is the Composite pattern?","Compose objects into tree structures to represent part-whole hierarchies. Lets clients treat individual objects and compositions of objects uniformly.",0
974,1,"What design pattern composes objects into tree structures to represent part-whole hierarchies?","Composite pattern",0
975,1,"What is the Decorator pattern?","Attaches additional responsibilities to an object dynamically. Provides a flexible alternative to sub-classing for extending functionality.",0
976,1,"What design pattern attaches additional responsibilities to an object dynamically and provides a flexible alternative to sub-classing for extending functionality?","Decorator pattern",0
977,1,"What is the Facade pattern?","Provides a unified interface to a set of interfaces in a subsystem. Defines a high-level interface that makes the subsystem easier to use.",0
978,1,"What design pattern provides a unified interface to a set of interfaces in a subsystem and defines a high-level interface that makes the subsystem easier to use.","Facade pattern",0
979,1,"What is the Flyweight pattern?","Uses sharing to support large numbers of fine-grained objects efficiently.",0
980,1,"What design pattern uses sharing to support large numbers of fine-grained objects efficiently?","Flyweight pattern",0
981,1,"What is the Proxy pattern?","Provides a surrogate or placeholder for another object to control access to it.",0
982,1,"What design pattern provides a surrogate or placeholder for another object to control access to it?","Proxy pattern",0
983,1,"What is the Abstract Factory pattern?","Provides an interface for creating families of related or dependent objects without specifying their concrete class.",0
984,1,"What design pattern provides an interface for creating families of related or dependent objects without specifying their concrete class?","Abstract Factory pattern",0
985,1,"What is the Builder pattern?","Separates the construction of a complex object from its representation, so the same construction process can create different representations.",0
986,1,"What design pattern separates the construction of a complex object from its representation, so the same construction process can create different representations?","Builder pattern.",0
987,1,"What is the Factory Method pattern?","(Technically it's an idiom)
Defines an interface for creating an object, but lets subclasses decide which class to instantiate. Lets a class defer instantiation to subclasses.",0
988,1,"What design pattern defines an interface for creating an object, but lets subclasses decide which class to instantiate?","Factory method (technically an idiom, not a design pattern)",0
989,1,"What is the Prototype pattern?","Specifies the kinds of objects to create using a prototypical instance, and creates new objects by copying this prototype.",0
990,1,"What design pattern specifies the kinds of objects to create using a prototypical instance, and creates new objects by copying this prototype?","Prototype pattern",0
991,1,"What is the Singleton pattern?","Ensures a class only has one instance and provides a global point of access to it.",0
992,1,"What design pattern ensures a class only has one instance and provides a global point of access to it?","Singleton pattern",0
993,1,"What are design patterns?","Recurring, reusable solutions to common class and class relationship problems.",0
994,1,"What is the Law of Demeter?","Each unit should have only limited knowledge about other units - only units ""closely"" related to the current unit. Each unit should only talk to friends, not strangers. Only talk to immediate friends.",0
995,1,"If a cache line size is 64B, and the memory bus is 64 bits wide, how many transfers per cache line?",8,0
996,1,"What does an exclusive cache style?","An eviction from L1D pushes the cache line down into L2, which has the same cache line size. Each eviction is progressively more expensive.",0
997,1,"What manufacturer uses an exclusive cache style?",AMD,0
998,1,"How does an inclusive cache style work?","Each cache line in L1D is also in L2. This makes L1D eviction faster.",0
999,1,"What manufacturer uses an inclusive cache style?",Intel,0
1000,1,"What is the Fast Fourier Transform?","A fast Fourier transform (FFT) algorithm computes the discrete Fourier transform (DFT) of a sequence, or its inverse. Fourier analysis converts a signal from its original domain (often time or space) to a representation in the frequency domain and vice versa. An FFT rapidly computes such transformations by factorizing the DFT matrix into a product of sparse (mostly zero) factors.",0
1001,1,"What is a skip list?","A data structure that allows fast search within an ordered sequence of elements. Fast search is made possible by maintaining a linked hierarchy of subsequences, with each successive subsequence skipping over fewer elements than the previous one. Searching starts in the sparsest subsequence until two consecutive elements have been found, one smaller and one larger than or equal to the element searched for.

A skip list is built in layers. The bottom layer is an ordinary ordered linked list. Each higher layer acts as an ""express lane"" for the lists below, where an element in layer i appears in layer i+1 with some fixed probability p (two commonly used values for p are 1/2 or 1/4).",0
1002,1,"What operations does a skip list support and what is their avg and worst case times?","search: O(log n) O(n)
insert: O(log n) O(n)
delete: O(log n) O(n)",0
1003,1,"What operations does a van Emde Boas tree support and what are the time complexities?","All are O(log log M), where M is the total number of items that can be stored = 2^m
Or O(log m) where m is the actual number of items stored
Space: O(M)

Search
Insert
Delete
Predecessor
Successor",0
1004,1,"What are the complexities for treap operations?","For all the basic maintenance operations, they are O(log n) average case and O(n) worst case.
- Search
- Insert
- Delete

For these operations, O(m log n/m) for treaps of sizes m and n, with m ≤ n. 
- union
- intersection
- difference",0
1005,1,"What are Catalan numbers?","Catalan numbers form a sequence of natural numbers that occur in various counting problems, often involving recursively-defined objects. They can be thought of as the set of balanced parentheses. 
Do not think of Catalan numbers as pseudoprimes. There are only 3 Catalan pseudoprimes.",0
1006,1,"What is Karatsuba multiplication?","It reduces the multiplication of two n-digit numbers to at most n^1.585 single-digit multiplications in general (and exactly n^log(base2)3 when n is a power of 2). The Karatsuba algorithm was the first multiplication algorithm asymptotically faster than the quadratic ""grade school"" algorithm.",0
1007,1,"What is the time complexity of Ford-Fulkerson?","O(E max|f|)",0
1008,1,"16^0 ?",1,0
1009,1,"16^1 ?",16,0
1010,1,"16^2 ?",256,0
1011,1,"16^3 ?",4096,0
1012,1,"16^4 ?","65,536",0
1013,1,"16^5 ?","1,048,576",0
1014,1,"16^6 ?","16 million",0
1015,1,16^7,"268 million",0
1016,1,"16^8 ?","4.294 billion, same as 2^32",0
1017,1,"What is 0xB in decimal?",11,0
1018,1,"What is 0xC in decimal?",12,0
1019,1,"What is 0xD in decimal?",13,0
1020,1,"What is 0xE in decimal?",14,0
1021,1,"What is 0xF in decimal?",15,0
1022,1,"What is 0xA in decimal?",10,0
1023,1,"What is 0xA in binary?",1010,0
1024,1,"What is 0xB in binary?",1011,0
1025,1,"What is 0xC in binary?",1100,0
1026,1,"What is 0xD in binary?",1101,0
1027,1,"What is 0xE in binary?",1110,0
1028,1,"What is 0xF in binary?",1111,0
1029,1,"How are the priorities of a treap assigned?","Randomly generated upon insertion. That randomness is used to keep the tree balanced.",0
1030,1,"Give an example of a proposition in conjunctive normal form.","(A + ~B)(A + B)",0
1031,1,"How does a half-adder handle an addition?","XOR for the sum and AND for the carry",0
1032,1,"Is a geometric Steiner tree NP-Complete?",Yes,0
1033,1,"What are the 2 algorithms for convex hull?","- Graham scan
- Jarvis march (gift-wrapping method)",0
1034,1,"How does a Graham scan work in finding convex hull?","At O(n log n), uses a sort and then a simple single pass of all the points, and making only left turns as it goes around the perimeter counter-clockwise. When the next point is a right turn, it backtracks past all points (using a stack and popping points off) until that turn turns into a left turn.",0
1035,1,"How does the Jarvis march work in finding convex hull?","Starting with the leftmost point p: 
Go through each point to the right of that point, and using p as a pivot, find which point is the most clockwise. O(n)
Get the most clockwise point as the new p - O(1)
Loop again with new p

This continues until the starting point is reached O(h) - where h is the number of hull points",0
1036,1,"What is the worst case time complexity of a Jarvis march?","O(n^2)
Occurs when most points are part of the hull, and few points contained in the hull.",0
1037,1,"What is the average complexity of a Jarvis march?","O(n * h) where h is the number of points that compose the hull.",0
1038,1,"What is white-box testing?","The tester is using knowledge of the program's internals.",0
1039,1,"What is black-box testing?","The tester is testing without knowledge of the internals.",0
1040,1,"What is unit testing?","Testing a single module in isolation.",0
1041,1,"What can affect testing, apart from API inputs?","- timing of inputs
- disk full
- network latency
- network failures",0
1042,1,"What are 3 situations where timing of inputs important in testing?","- when SUT interacts directly with hardware devices
- when SUT interfaces with other machines on the network
- SUT is multithreaded",0
1043,1,"What is a mock object?","An object used to replicate the interfaces and interactions of a larger system that can be bolted on to the SUT.",0
1044,1,"What is integration testing?","Testing units together to ensure the integrated behavior performs as expected.",0
1045,1,"What is system testing?","- not concerned with internals
- does system as a while perform acceptably for the important use cases",0
1046,1,"What is differential testing?","Running test inputs into 2 different implementations and then testing for equality. This is useful for testing multiple versions of the software.",0
1047,1,"What is stress testing?","Testing code or a system beyond its normal usage.
Testing large inputs.
Testing many requests.",0
1048,1,"How can you tell you're testing enough?","Code coverage metrics (of which there are a few)",0
1049,1,"What does code coverage not tell you?","- missing errors of omission
- code that misses a specification item
- does not tell us that code looped the correct number of times",0
1050,1,"What should you do when you discover that not all code is covered?","Don't blindly write tests to cover all cases.
Rethink the tests. Perhaps they are interpreting the functionality incorrectly.",0
1051,1,"What are some coverage metrics?","- line coverage
- statement coverage (multiple statements on a line)
- branch coverage
- mc/dc coverage
- loop coverage",0
1052,1,"What is mc/dc coverage?","modified condition / decision

- Required for certain types of avionics software
- Tests every possible branch and condition",0
1053,1,"What is path coverage?","Coverage that is concerned with the paths taken to arrive at a place in the code.",0
1054,1,"What is infeasible code?","Code that can never be true.
Infeasible code is code that is either not forward- or not backward-reachable. Infeasible code is not necessarily an error but it is a good indicator that something is wrong with the code and, e.g., in avionics, infeasible code is forbidden by current standards.",0
1055,1,"Should you include integration tests in code coverage metrics?",No,0
1056,1,"What should you do before fixing a reported bug?","Write a test. Avoiding this practice allows bugs to re-appear.",0
1057,1,"Why should tests be idempotent and isolated?","It allows tests to be run in any order, re-run, and parallelized.",0
1058,1,"delete (unordered singly linked list)",O(n),0
1059,1,"find (unordered singly linked list)",O(n),0
1060,1,"delete (ordered singly linked list)",O(n),0
1061,1,"find (Binary Search Tree)",O(h),0
1062,1,"add (Binary Search Tree)",O(h),0
1063,1,"Add element to the top of the stack - push",O(1),0
1064,1,"Remove the top element of the stack - pop",O(1),0
1065,1,"Return the value of the top element of the stack without removing it.",O(1),0
1066,1,"Add an element to a queue.",O(1),0
1067,1,"Remove an element from the front of the queue. dequeue",O(1),0
1068,1,"Return the element from the front of the queue without removing it. - front",O(1),0
1069,1,"find (unordered array)",O(n),0
1070,1,"add (unordered array)",O(1),0
1071,1,"delete (unordered array)",O(N),0
1072,1,"find (sorted array)","O(log n)
binary search",0
1073,1,"add (sorted array)",O(n),0
1074,1,"delete an element from a sorted array",O(N),0
1075,1,"find (unordered singly linked list)",O(N),0
1076,1,"add (unordered singly linked list)",O(1),0
1077,1,"delete (unordered singly linked list)",O(N),0
1078,1,"find (ordered singly linked list)",O(N),0
1079,1,"add (ordered singly linked list)",O(N),0
1080,1,"delete (ordered singly linked list)",O(N),0
1081,1,"find (Binary Search Tree)",O(h),0
1082,1,"add (Binary Search Tree)",O(h),0
1083,1,"delete (Binary Search Tree)",O(h),0
1084,1,"find (Balanced Binary Search Tree)","O(log N)",0
1085,1,"add (Balanced Binary Search Tree)","O(log N)",0
1086,1,"delete (Balanced Binary Search Tree)","O(log N)",0
1087,1,"find (Balanced Binary Search Tree)","O(log N)",0
1088,1,"add (Balanced Binary Search Tree)","O(log N)",0
1089,1,"delete (Balanced Binary Search Tree)","O(log N)",0
1090,1,"What is a skip list?","A data structure for storing a sorted list of items using a hierarchy of linked lists that connect increasingly sparse subsequences of the items.
O(log N) expected time for all operations, O(N) worst case.",0
1091,1,"What is a treap?","Tree + heap
A random priority is assigned to every key and must maintain two properties:
- They are in order with respect to their keys, as in a typical binary search tree
- They are in heap order with respect to their priorities, that is, no key has a key of lower priority as an ancestor
O(log N) expected time for all operations, O(N) worst case.",0
1092,1,"What is a max-heap?","A queue in which each element has a ""priority"" assigned to it. Elements with higher priorities are served before lower priorities.",0
1093,1,"min (unordered sequence)",O(N),0
1094,1,"insert (unordered sequence)",O(1),0
1095,1,"removeMin (unordered sequence)",O(N),0
1096,1,"min (ordered sequence)",O(1),0
1097,1,"insert (ordered sequence)",O(N),0
1098,1,"removeMin (ordered sequence)",O(1),0
1099,1,"build (ordered sequence)","O(N log N)",0
1100,1,"min (binary heap)",O(1),0
1101,1,"insert (binary heap)","O(log N)",0
1102,1,"removeMin (binary heap)","O(log N)",0
1103,1,"build (binary heap)",O(N),0
1104,1,"What is a binary heap?","A collection of keys arranged in a complete heap-ordered binary tree, represented in level order in an array (not using the first entry). The parent of the node in position k is in position [k/2] and the two children of the node in position k are in position 2k and 2k+1.",0
1105,1,"What is a Adaptable Priority Queue?","A priority queue that allows you to change the priority of objects already in the queue.",0
1106,1,"What is the time complexity of quicksort?","O(N^2 worst)
O(N log N) - best & expected",0
1107,1,"Lower Bound for Comparison Based Sorting","No comparison based sorting algorithm can be faster than O(N log N)",0
1108,1,"k-th smallest (full heap)","Put all values in, do k removeMin operations: O(N + k log N)",0
1109,1,"What is a connected graph?","There exists a path from every vertex to every other vertex in the graph.",0
1110,1,"What is a tree?","An acyclic connected graph.",0
1111,1,"What is a cycle?","Path with at least one edge whose first and last vertices are the same.",0
1112,1,"What is a spanning tree?","A subgraph that contains all of that graph's vertices and a single tree.",0
1113,1,"Space required for an adjacency list","O(E + V)",0
1114,1,"is_adjacent (u,v) (adjacency matrix)",O(degree(u)),0
1115,1,"What is the complexity of an adjacency list DFS?",O(E),0
1116,1,"What is another name for a Min-Cost Spanning Tree?","minimum spanning tree",0
1117,1,"Bitwise: Isolate the lowest bit that is 1 in x","x & ~(x - 1)",0
1118,1,"Bitwise: Replace the lowest bit that is 1 with 0","x & (x - 1)",0
1119,1,"Bitwise: Right propagate the rightmost set bit in x","x | (x & ~(x - 1) - 1)",0
1120,1,"What are heuristics?","Any approach to problem solving, learning, or discovery that employs a practical method not guaranteed to be optimal or perfect, but sufficient for the immediate goals. Where finding an optimal solution is impossible or impractical, heuristic methods can be used to speed up the process of finding a satisfactory solution. Heuristics can be mental shortcuts that ease the cognitive load of making a decision. Examples of this method include using a rule of thumb, an educated guess, an intuitive judgment, stereotyping, profiling, or common sense",0
1121,1,"What is stable sorting?","Items with the same key are sorted based on their relative position in the original permutation",0
1122,1,"What is another name for a trie?","Prefix tree or a radix tree.",0
1123,1,"What is internal sorting?","An internal sort is any data sorting process that takes place entirely within the main memory of a computer. This is possible whenever the data to be sorted is small enough to all be held in the main memory. For sorting larger datasets, it may be necessary to hold only a chunk of data in memory at a time, since it won't all fit. The rest of the data is normally held on some larger, but slower medium, like a hard-disk. Any reading or writing of data to and from this slower media can slow the sortation process considerably.",0
1124,1,"What is external sorting?","External sorting is a term for a class of sorting algorithms that can handle massive amounts of data. External sorting is required when the data being sorted do not fit into the main memory of a computing device (usually RAM) and instead they must reside in the slower external memory (usually a hard drive). External sorting typically uses a hybrid sort-merge strategy. In the sorting phase, chunks of data small enough to fit in main memory are read, sorted, and written out to a temporary file. In the merge phase, the sorted subfiles are combined into a single larger file.

Mergesort is typically preferred.",0
1125,1,"What are 2 advantages of merge sort?","- suitable for a linked list
- suitable for external sort",0
1126,1,"What is disadvantages of merge sort?","Need an extra buffer to hold the merged data",0
1127,1,"What are 3 advantages of heap sort?","- don't need recursion
- suitable for large data
- locality of data",0
1128,1,"What is a disadvantage of heap sort?","Usually slower than merge sort and quick sort.",0
1129,1,"What is a articulation vertex?","The weakest point in a graph.",0
1130,1,"What is the chromatic number?","The smallest number of colors needed for an edge coloring of a graph.",0
1131,1,"What are long-term issues involved in machine learning?","- technical debt
- lack of clear abstraction barriers 
- changing anything changes everything
- feedback loop - usage based on your model changes the model
- attractive nuisance (using a successful model in one domain where it doesn't fit in another)
- non-stationarity - stick with current data, or get new, and how much of old data to reuse
- tracking data dependencies - where did the data come from, how to get new data",0
1132,1,"How many rows are in a 12 x 16 matrix?",12,0
1133,1,"How many columns are in a 12 x 16 matrix?",16,0
1134,1,"In linear algebra a vector of 12 elements has how many rows?",12,0
1135,1,"In linear algebra a vector of 12 elements has how many columns?",1,0
1136,1,"In linear algebra a 12-dimensional vector has how many rows?",12,0
1137,1,"In linear algebra a vector of 12-dimensional vector has how many columns?",1,0
1138,1,"When multiplying a 4x3 matrix and a 3x6 matrix, what are the dimensions of the final matrix?",4x6,0
1139,1,"Can you multiply a 3x2 and a 2x3 matrix?",Yes,0
1140,1,"Can you multiply a 3x2 and a 3x2 matrix?",No,0
1141,1,"Can you multiply a 3x2 and a 2x6 matrix?",Yes,0
1142,1,"When multiplying a 5x2 matrix and a 2x5 matrix, what are the dimensions of the final matrix?",5x5,0
1143,1,"Is matrix multiplication commutative? Does AxB = BxA?",No.,0
1144,1,"Is matrix multiplication associative? Does (AxB)xC = Ax(BxC)?",Yes,0
1145,1,"What would the identity matrix look like to multiply with an MxN matrix to get itself?","An NxN matrix that is all zeroes except it has 1s on a top-left to bottom-right diagonal.",0
1146,1,"What must at least be true about a matrix for it to have an inverse?","It must be square.",0
1147,1,"What does it mean to invert a matrix?","Multiplying it by a specific matrix so that the product is the identity matrix.",0
1148,1,"What Python library computes the inverse of a matrix?","numpy.linalg.inv
or
numpy.linalg.pinv which can solve when the matrix is non-invertible",0
1149,1,"What are 2 words for matrices that are invertible?","- singular
- degenerate",0
1150,1,"If A is a matrix and Aij is the ith row, jth column, what is the traspose B?",Bji,0
1151,1,"What is another name for quadratic?","2nd-order polynomial",0
1152,1,"What is supervised learning?","Supervised learning is the machine learning task of inferring a function from labeled training data. The training data consist of a set of training examples. In supervised learning, each example is a pair consisting of an input object (typically a vector) and a desired output value (also called the supervisory signal).",0
1153,1,"What is a regression problem?","One that predicts a continuously valued output. May refer specifically to the estimation of continuous response variables, as opposed to the discrete response variables used in classification.",0
1154,1,"What is a classification problem?","The problem of identifying to which of a set of categories (sub-populations) a new observation belongs, on the basis of a training set of data containing observations (or instances) whose category membership is known.",0
1155,1,"What is unsupervised learning?","Unsupervised learning is the machine learning task of inferring a function to describe hidden structure from unlabeled data. Since the examples given to the learner are unlabeled, there is no error or reward signal to evaluate a potential solution. This distinguishes unsupervised learning from supervised learning and reinforcement learning.",0
1156,1,"What are the 2 types of problems that utilize supervised learning?","Regression and classification",0
1157,1,"In machine learning, what is the symbol m used for?","the number of training examples.",0
1158,1,"What is another term for linear regression with one variable?","Univariate linear regression",0
1159,1,"What is gradient descent?","Gradient descent is a first-order iterative optimization algorithm. To find a local minimum of a cost function using gradient descent, one takes steps proportional to the negative of the gradient (partial derivative or tangent) of the function at the current point.",0
